account_id,statement_month,balance,credit_limit,utilization_ratio,minimum_payment_due,payment_status_dpd_bucket
ACC501851,2025-04-01,3432.14,22800,0.1505,68.64,0
ACC501851,2025-05-01,3554.32,22800,0.1559,71.09,0
ACC501851,2025-06-01,3767.27,22800,0.1652,75.35,0
ACC501851,2025-07-01,2499.66,22800,0.1096,49.99,0
ACC501851,2025-08-01,2788.78,22800,0.1223,55.78,0
ACC501851,2025-09-01,2020.25,22800,0.0886,40.41,0
ACC501852,2024-10-01,160.3,6600,0.0243,25.0,5
ACC501852,2024-11-01,0.0,6600,0.0,0.0,0
ACC501852,2024-12-01,0.0,6600,0.0,0.0,5
ACC501852,2025-01-01,122.23,6600,0.0185,25.0,0
ACC501852,2025-02-01,23.52,6600,0.0036,25.0,0
ACC501852,2025-03-01,273.43,6600,0.0414,25.0,0
ACC501852,2025-04-01,288.14,6600,0.0437,25.0,0
ACC501852,2025-05-01,253.74,6600,0.0384,25.0,1
ACC501852,2025-06-01,270.09,6600,0.0409,25.0,0
ACC501852,2025-07-01,127.23,6600,0.0193,25.0,0
ACC501852,2025-08-01,234.37,6600,0.0355,25.0,0
ACC501852,2025-09-01,8.01,6600,0.0012,25.0,0
ACC501853,2024-10-01,4785.23,9700,0.4933,95.7,0
ACC501853,2024-11-01,5018.61,9700,0.5174,100.37,1
ACC501853,2024-12-01,4803.61,9700,0.4952,96.07,0
ACC501853,2025-01-01,4818.84,9700,0.4968,96.38,0
ACC501853,2025-02-01,5361.38,9700,0.5527,107.23,0
ACC501853,2025-03-01,5247.28,9700,0.541,104.95,6
ACC501853,2025-04-01,5483.14,9700,0.5653,109.66,0
ACC501853,2025-05-01,5728.7,9700,0.5906,114.57,1
ACC501853,2025-06-01,5434.73,9700,0.5603,108.69,0
ACC501853,2025-07-01,5701.65,9700,0.5878,114.03,0
ACC501853,2025-08-01,5466.19,9700,0.5635,109.32,0
ACC501853,2025-09-01,5632.67,9700,0.5807,112.65,6
ACC501854,2024-10-01,313.93,15000,0.0209,25.0,0
ACC501854,2024-11-01,875.65,15000,0.0584,25.0,0
ACC501854,2024-12-01,1100.68,15000,0.0734,25.0,4
ACC501854,2025-01-01,1549.77,15000,0.1033,31.0,0
ACC501854,2025-02-01,1681.62,15000,0.1121,33.63,0
ACC501854,2025-03-01,2791.13,15000,0.1861,55.82,0
ACC501854,2025-04-01,3037.5,15000,0.2025,60.75,0
ACC501854,2025-05-01,2486.33,15000,0.1658,49.73,0
ACC501854,2025-06-01,2194.54,15000,0.1463,43.89,0
ACC501854,2025-07-01,2455.24,15000,0.1637,49.1,0
ACC501854,2025-08-01,3242.8,15000,0.2162,64.86,0
ACC501854,2025-09-01,3483.97,15000,0.2323,69.68,0
ACC501855,2024-10-01,6242.05,19200,0.3251,124.84,0
ACC501855,2024-11-01,7570.34,19200,0.3943,151.41,0
ACC501855,2024-12-01,6545.7,19200,0.3409,130.91,0
ACC501855,2025-01-01,7996.23,19200,0.4165,159.92,0
ACC501855,2025-02-01,7351.95,19200,0.3829,147.04,3
ACC501855,2025-03-01,6700.09,19200,0.349,134.0,0
ACC501855,2025-04-01,6394.73,19200,0.3331,127.89,1
ACC501855,2025-05-01,6057.25,19200,0.3155,121.15,0
ACC501855,2025-06-01,5592.61,19200,0.2913,111.85,0
ACC501855,2025-07-01,5308.01,19200,0.2765,106.16,0
ACC501855,2025-08-01,5378.45,19200,0.2801,107.57,1
ACC501855,2025-09-01,4689.23,19200,0.2442,93.78,0
ACC501856,2024-10-01,9411.89,16700,0.5636,188.24,3
ACC501856,2024-11-01,10786.11,16700,0.6459,215.72,0
ACC501856,2024-12-01,12138.91,16700,0.7269,242.78,0
ACC501856,2025-01-01,11538.78,16700,0.6909,230.78,0
ACC501856,2025-02-01,11705.56,16700,0.7009,234.11,0
ACC501856,2025-03-01,12231.56,16700,0.7324,244.63,0
ACC501856,2025-04-01,12303.94,16700,0.7368,246.08,0
ACC501856,2025-05-01,11852.54,16700,0.7097,237.05,0
ACC501856,2025-06-01,10071.29,16700,0.6031,201.43,0
ACC501856,2025-07-01,10970.31,16700,0.6569,219.41,1
ACC501856,2025-08-01,12205.04,16700,0.7308,244.1,0
ACC501856,2025-09-01,12697.13,16700,0.7603,253.94,0
ACC501857,2024-10-01,3828.79,11100,0.3449,76.58,0
ACC501857,2024-11-01,3791.55,11100,0.3416,75.83,0
ACC501857,2024-12-01,3456.22,11100,0.3114,69.12,0
ACC501857,2025-01-01,3480.11,11100,0.3135,69.6,0
ACC501857,2025-02-01,3309.02,11100,0.2981,66.18,0
ACC501857,2025-03-01,3747.03,11100,0.3376,74.94,0
ACC501857,2025-04-01,4807.12,11100,0.4331,96.14,0
ACC501857,2025-05-01,5211.41,11100,0.4695,104.23,0
ACC501857,2025-06-01,5633.59,11100,0.5075,112.67,5
ACC501857,2025-07-01,6182.19,11100,0.557,123.64,0
ACC501857,2025-08-01,6384.0,11100,0.5751,127.68,3
ACC501857,2025-09-01,6206.96,11100,0.5592,124.14,0
ACC501858,2024-10-01,0.0,16900,0.0,0.0,2
ACC501858,2024-11-01,0.0,16900,0.0,0.0,0
ACC501858,2024-12-01,0.0,16900,0.0,0.0,0
ACC501858,2025-01-01,828.78,16900,0.049,25.0,0
ACC501858,2025-02-01,249.44,16900,0.0148,25.0,0
ACC501858,2025-03-01,1008.07,16900,0.0596,25.0,0
ACC501858,2025-04-01,1423.44,16900,0.0842,28.47,0
ACC501858,2025-05-01,1155.72,16900,0.0684,25.0,0
ACC501858,2025-06-01,649.7,16900,0.0384,25.0,2
ACC501858,2025-07-01,,16900,0.0468,25.0,0
ACC501858,2025-08-01,1524.69,16900,0.0902,30.49,0
ACC501858,2025-09-01,,16900,0.1227,41.48,3
ACC501859,2024-10-01,2956.25,9900,0.2986,59.12,0
ACC501859,2024-11-01,3091.28,9900,0.3123,61.83,0
ACC501859,2024-12-01,3035.74,9900,0.3066,60.71,0
ACC501859,2025-01-01,3154.32,9900,0.3186,63.09,2
ACC501859,2025-02-01,3308.85,9900,0.3342,66.18,0
ACC501859,2025-03-01,4269.3,9900,0.4312,85.39,0
ACC501859,2025-04-01,4428.69,9900,0.4473,88.57,1
ACC501859,2025-05-01,4275.28,9900,0.4318,85.51,0
ACC501859,2025-06-01,4344.82,9900,0.4389,86.9,0
ACC501859,2025-07-01,3968.77,9900,0.4009,79.38,0
ACC501859,2025-08-01,3589.23,9900,0.3625,71.78,0
ACC501859,2025-09-01,4084.1,9900,0.4125,81.68,0
ACC501860,2024-10-01,1398.26,11900,0.1175,27.97,0
ACC501860,2024-11-01,2112.79,11900,0.1775,42.26,0
ACC501860,2024-12-01,1764.05,11900,0.1482,35.28,0
ACC501860,2025-01-01,1607.08,11900,0.135,32.14,0
ACC501860,2025-02-01,965.08,11900,0.0811,25.0,0
ACC501860,2025-03-01,1627.89,11900,0.1368,32.56,0
ACC501860,2025-04-01,1785.28,11900,0.15,35.71,0
ACC501860,2025-05-01,1722.51,11900,0.1447,34.45,0
ACC501860,2025-06-01,2014.47,11900,0.1693,40.29,1
ACC501860,2025-07-01,1838.31,11900,0.1545,36.77,0
ACC501860,2025-08-01,1550.48,11900,0.1303,31.01,1
ACC501860,2025-09-01,988.26,11900,0.083,25.0,0
ACC501861,2024-10-01,2194.61,22400,0.098,43.89,0
ACC501861,2024-11-01,1251.48,22400,0.0559,25.03,0
ACC501861,2024-12-01,354.68,22400,0.0158,25.0,4
ACC501861,2025-01-01,0.0,22400,0.0,0.0,0
ACC501861,2025-02-01,513.51,22400,0.0229,25.0,0
ACC501861,2025-03-01,625.34,22400,0.0279,-25.0,0
ACC501861,2025-04-01,0.0,22400,0.0,0.0,0
ACC501861,2025-05-01,0.0,22400,0.0,0.0,1
ACC501861,2025-06-01,0.0,22400,0.0,0.0,0
ACC501861,2025-07-01,0.0,22400,0.0,0.0,0
ACC501861,2025-08-01,0.0,22400,0.0,0.0,0
ACC501861,2025-09-01,158.76,22400,0.0071,25.0,6
ACC501862,2024-10-01,6724.07,20000,0.3362,134.48,0
ACC501862,2024-11-01,6502.76,20000,0.3251,130.06,0
ACC501862,2024-12-01,6235.55,20000,0.3118,124.71,0
ACC501862,2025-01-01,7152.44,20000,0.3576,143.05,0
ACC501862,2025-02-01,6710.68,20000,0.3355,134.21,0
ACC501862,2025-03-01,7464.86,20000,0.3732,149.3,0
ACC501862,2025-04-01,5084.25,20000,0.2542,101.69,0
ACC501862,2025-05-01,5085.9,20000,0.2543,101.72,0
ACC501862,2025-06-01,3410.11,20000,0.1705,68.2,0
ACC501862,2025-07-01,4396.79,20000,0.2198,87.94,0
ACC501862,2025-08-01,6016.59,20000,0.3008,120.33,1
ACC501862,2025-09-01,5987.71,20000,0.2994,119.75,0
ACC501863,2024-10-01,9305.96,20900,0.4453,186.12,0
ACC501863,2024-11-01,10129.43,20900,0.4847,202.59,0
ACC501863,2024-12-01,9968.28,20900,0.477,199.37,0
ACC501863,2025-01-01,11348.46,20900,0.543,226.97,0
ACC501863,2025-02-01,11563.61,20900,0.5533,231.27,0
ACC501863,2025-03-01,12140.32,20900,0.5809,242.81,1
ACC501863,2025-04-01,14353.14,20900,0.6868,287.06,0
ACC501863,2025-05-01,15264.65,20900,0.7304,305.29,0
ACC501863,2025-06-01,15209.93,20900,0.7277,304.2,0
ACC501863,2025-07-01,15636.64,20900,0.7482,312.73,5
ACC501863,2025-08-01,16810.5,20900,0.8043,336.21,0
ACC501863,2025-09-01,17330.89,20900,0.8292,346.62,0
ACC501864,2024-10-01,,20000,0.5359,214.36,0
ACC501864,2024-11-01,12443.3,20000,0.6222,248.87,0
ACC501864,2024-12-01,13737.42,20000,0.6869,274.75,0
ACC501864,2025-01-01,14166.15,20000,0.7083,283.32,0
ACC501864,2025-02-01,13599.41,20000,0.68,271.99,0
ACC501864,2025-03-01,12370.58,20000,0.6185,247.41,0
ACC501864,2025-04-01,11544.06,20000,0.5772,230.88,0
ACC501864,2025-05-01,12855.18,20000,0.6428,257.1,0
ACC501864,2025-06-01,12636.84,20000,0.6318,252.74,1
ACC501864,2025-07-01,13559.35,20000,0.678,271.19,0
ACC501864,2025-08-01,13851.74,20000,0.6926,277.03,0
ACC501864,2025-09-01,12231.98,20000,0.6116,244.64,0
ACC501865,2024-10-01,4992.73,18500,0.2699,99.85,2
ACC501865,2024-11-01,4556.68,18500,0.2463,91.13,0
ACC501865,2024-12-01,5196.86,18500,0.2809,103.94,0
ACC501865,2025-01-01,5752.79,18500,0.311,115.06,1
ACC501865,2025-02-01,4109.64,18500,0.2221,82.19,0
ACC501865,2025-03-01,3701.22,18500,0.2001,74.02,0
ACC501865,2025-04-01,3422.97,18500,0.185,68.46,0
ACC501865,2025-05-01,3705.25,18500,0.2003,74.11,0
ACC501865,2025-06-01,4127.1,18500,0.2231,82.54,0
ACC501865,2025-07-01,4371.91,18500,0.2363,87.44,0
ACC501865,2025-08-01,3709.62,18500,0.2005,74.19,0
ACC501865,2025-09-01,3240.96,18500,0.1752,64.82,0
ACC501866,2024-10-01,7314.89,18700,0.3912,146.3,0
ACC501866,2024-11-01,7076.65,18700,0.3784,141.53,0
ACC501866,2024-12-01,6480.52,18700,0.3466,129.61,0
ACC501866,2025-01-01,5661.54,18700,0.3028,113.23,0
ACC501866,2025-02-01,5517.0,18700,0.295,110.34,0
ACC501866,2025-03-01,5707.71,18700,0.3052,114.15,0
ACC501866,2025-04-01,5534.97,18700,0.296,110.7,1
ACC501866,2025-05-01,5764.01,18700,0.3082,115.28,0
ACC501866,2025-06-01,5568.18,18700,0.2978,111.36,0
ACC501866,2025-07-01,6010.42,18700,0.3214,120.21,5
ACC501866,2025-08-01,5900.45,18700,0.3155,118.01,0
ACC501866,2025-09-01,4677.05,18700,0.2501,93.54,0
ACC501867,2024-10-01,9992.51,19200,0.5204,199.85,0
ACC501867,2024-11-01,9151.44,19200,0.4766,183.03,0
ACC501867,2024-12-01,9780.57,19200,0.5094,195.61,0
ACC501867,2025-01-01,10184.75,19200,0.5305,203.7,0
ACC501867,2025-02-01,10610.03,19200,0.5526,212.2,6
ACC501867,2025-03-01,11141.2,19200,0.5803,222.82,0
ACC501867,2025-04-01,11139.82,19200,0.5802,222.8,0
ACC501867,2025-05-01,11130.55,19200,0.5797,222.61,0
ACC501867,2025-06-01,11768.15,19200,0.6129,235.36,1
ACC501867,2025-07-01,12280.61,19200,0.6396,245.61,0
ACC501867,2025-08-01,13069.67,19200,0.6807,261.39,5
ACC501867,2025-09-01,13036.18,19200,0.679,260.72,0
ACC501868,2024-10-01,9987.37,18700,0.5341,199.75,0
ACC501868,2024-11-01,9165.84,18700,0.4902,183.32,0
ACC501868,2024-12-01,9599.82,18700,0.5134,192.0,0
ACC501868,2025-01-01,9141.09,18700,0.4888,182.82,0
ACC501868,2025-02-01,8981.74,18700,0.4803,179.63,0
ACC501868,2025-03-01,9390.76,18700,0.5022,187.82,0
ACC501868,2025-04-01,9724.96,18700,0.5201,194.5,0
ACC501868,2025-05-01,8662.03,18700,0.4632,173.24,0
ACC501868,2025-06-01,7605.92,18700,0.4067,152.12,0
ACC501868,2025-07-01,6860.82,18700,0.3669,137.22,0
ACC501868,2025-08-01,7011.33,18700,0.3749,140.23,0
ACC501868,2025-09-01,7988.64,18700,0.4272,159.77,0
ACC501869,2024-10-01,9243.59,21100,0.4381,184.87,0
ACC501869,2024-11-01,8178.64,21100,0.3876,163.57,0
ACC501869,2024-12-01,8575.62,21100,0.4064,171.51,0
ACC501869,2025-01-01,7882.72,21100,0.3736,157.65,0
ACC501869,2025-02-01,7024.45,21100,0.3329,140.49,0
ACC501869,2025-03-01,7810.37,21100,0.3702,156.21,0
ACC501869,2025-04-01,8359.26,21100,0.3962,167.19,3
ACC501869,2025-05-01,8230.73,21100,0.3901,164.61,0
ACC501869,2025-06-01,8897.07,21100,0.4217,177.94,0
ACC501869,2025-07-01,9473.96,21100,0.449,189.48,0
ACC501869,2025-08-01,8219.56,21100,0.3896,164.39,0
ACC501869,2025-09-01,8290.69,21100,0.3929,165.81,0
ACC501870,2024-10-01,2396.06,13400,0.1788,47.92,0
ACC501870,2024-11-01,1854.88,13400,0.1384,37.1,0
ACC501870,2024-12-01,2031.71,13400,0.1516,40.63,0
ACC501870,2025-01-01,2008.68,13400,0.1499,40.17,0
ACC501870,2025-02-01,1862.53,13400,0.139,37.25,0
ACC501870,2025-03-01,1524.45,13400,0.1138,30.49,1
ACC501870,2025-04-01,1752.78,13400,0.1308,35.06,0
ACC501870,2025-05-01,2392.76,13400,0.1786,47.86,0
ACC501870,2025-06-01,3260.12,13400,0.2433,65.2,0
ACC501870,2025-07-01,3481.69,13400,0.2598,69.63,0
ACC501870,2025-08-01,4162.73,13400,0.3107,83.25,0
ACC501870,2025-09-01,3620.72,13400,0.2702,72.41,0
ACC501871,2024-10-01,4223.5,21600,0.1955,84.47,0
ACC501871,2024-11-01,3875.97,21600,0.1794,77.52,0
ACC501871,2024-12-01,2918.16,21600,0.1351,58.36,1
ACC501871,2025-01-01,2544.42,21600,0.1178,50.89,0
ACC501871,2025-02-01,1933.82,21600,0.0895,38.68,0
ACC501871,2025-03-01,221.39,21600,0.0102,25.0,0
ACC501871,2025-04-01,0.0,21600,0.0,0.0,0
ACC501871,2025-05-01,644.71,21600,0.0298,25.0,1
ACC501871,2025-06-01,1810.24,21600,0.0838,36.2,0
ACC501871,2025-07-01,1718.08,21600,0.0795,34.36,0
ACC501871,2025-08-01,1747.19,21600,0.0809,34.94,0
ACC501871,2025-09-01,1994.28,21600,0.0923,39.89,0
ACC501872,2024-10-01,2785.33,9700,0.2871,55.71,0
ACC501872,2024-11-01,3675.42,9700,0.3789,73.51,0
ACC501872,2024-12-01,3617.04,9700,0.3729,72.34,3
ACC501872,2025-01-01,3134.4,9700,0.3231,62.69,0
ACC501872,2025-02-01,3142.82,9700,0.324,62.86,0
ACC501872,2025-03-01,3171.54,9700,0.327,63.43,1
ACC501872,2025-04-01,3227.23,9700,0.3327,64.54,0
ACC501872,2025-05-01,3200.26,9700,0.3299,64.01,0
ACC501872,2025-06-01,2612.98,9700,0.2694,52.26,0
ACC501872,2025-07-01,2017.48,9700,0.208,40.35,1
ACC501872,2025-08-01,2468.96,9700,0.2545,49.38,0
ACC501872,2025-09-01,3232.18,9700,0.3332,64.64,0
ACC501873,2024-10-01,6074.32,17200,0.3532,121.49,0
ACC501873,2024-11-01,5799.21,17200,0.3372,115.98,4
ACC501873,2024-12-01,5406.16,17200,0.3143,108.12,0
ACC501873,2025-01-01,5653.73,17200,0.3287,113.07,0
ACC501873,2025-02-01,5195.45,17200,0.3021,103.91,0
ACC501873,2025-03-01,5533.92,17200,0.3217,110.68,2
ACC501873,2025-04-01,4799.84,17200,0.2791,96.0,0
ACC501873,2025-05-01,3945.29,17200,0.2294,78.91,0
ACC501873,2025-06-01,3958.55,17200,0.2301,79.17,0
ACC501873,2025-07-01,4030.99,17200,0.2344,80.62,0
ACC501873,2025-08-01,4234.09,17200,0.2462,84.68,0
ACC501873,2025-09-01,,17200,0.3054,105.04,0
ACC501874,2024-10-01,3733.47,16600,0.2249,74.67,0
ACC501874,2024-11-01,2946.87,16600,0.1775,58.94,1
ACC501874,2024-12-01,3294.0,16600,0.1984,65.88,0
ACC501874,2025-01-01,4096.97,16600,0.2468,81.94,0
ACC501874,2025-02-01,4242.9,16600,0.2556,84.86,0
ACC501874,2025-03-01,4818.04,16600,0.2902,96.36,0
ACC501874,2025-04-01,4548.08,16600,0.274,90.96,0
ACC501874,2025-05-01,,16600,0.2904,96.4,0
ACC501874,2025-06-01,4562.81,16600,0.2749,91.26,0
ACC501874,2025-07-01,3469.14,16600,0.209,69.38,0
ACC501874,2025-08-01,3312.99,16600,0.1996,66.26,0
ACC501874,2025-09-01,4060.57,16600,0.2446,81.21,0
ACC501875,2024-10-01,6302.76,13700,0.4601,126.06,0
ACC501875,2024-11-01,6069.04,13700,0.443,121.38,5
ACC501875,2024-12-01,6292.22,13700,0.4593,125.84,1
ACC501875,2025-01-01,5578.87,13700,0.4072,111.58,0
ACC501875,2025-02-01,4571.38,13700,0.3337,91.43,0
ACC501875,2025-03-01,5382.41,13700,0.3929,107.65,0
ACC501875,2025-04-01,5142.01,13700,0.3753,102.84,0
ACC501875,2025-05-01,5682.0,13700,0.4147,113.64,0
ACC501875,2025-06-01,5322.26,13700,0.3885,106.45,1
ACC501875,2025-07-01,5862.99,13700,0.428,117.26,0
ACC501875,2025-08-01,5628.11,13700,0.4108,112.56,0
ACC501875,2025-09-01,4964.76,13700,0.3624,99.3,0
ACC501876,2024-10-01,4883.55,11600,0.421,97.67,0
ACC501876,2024-11-01,5626.6,11600,0.4851,112.53,0
ACC501876,2024-12-01,5563.41,11600,0.4796,111.27,0
ACC501876,2025-01-01,5866.7,11600,0.5057,117.33,0
ACC501876,2025-02-01,5430.07,11600,0.4681,108.6,0
ACC501876,2025-03-01,5246.65,11600,0.4523,104.93,0
ACC501876,2025-04-01,5152.87,11600,0.4442,103.06,0
ACC501876,2025-05-01,4884.39,11600,0.4211,97.69,0
ACC501876,2025-06-01,4846.62,11600,0.4178,96.93,0
ACC501876,2025-07-01,4434.19,11600,0.3823,88.68,3
ACC501876,2025-08-01,4399.1,11600,0.3792,87.98,0
ACC501876,2025-09-01,4928.02,11600,0.4248,98.56,0
ACC501877,2024-10-01,3464.4,8900,0.3893,69.29,0
ACC501877,2024-11-01,3281.66,8900,0.3687,65.63,2
ACC501877,2024-12-01,3408.27,8900,0.383,68.17,0
ACC501877,2025-01-01,2891.18,8900,0.3249,57.82,0
ACC501877,2025-02-01,2398.95,8900,0.2695,47.98,0
ACC501877,2025-03-01,2560.42,8900,0.2877,51.21,0
ACC501877,2025-04-01,3035.4,8900,0.3411,60.71,0
ACC501877,2025-05-01,2336.38,8900,0.2625,46.73,2
ACC501877,2025-06-01,2062.64,8900,0.2318,41.25,0
ACC501877,2025-07-01,2458.24,8900,0.2762,49.16,0
ACC501877,2025-08-01,2790.42,8900,0.3135,55.81,0
ACC501877,2025-09-01,2460.87,8900,0.2765,49.22,0
ACC501878,2024-10-01,2144.66,10100,0.2123,42.89,0
ACC501878,2024-11-01,2328.03,10100,0.2305,46.56,0
ACC501878,2024-12-01,2089.22,10100,0.2069,41.78,0
ACC501878,2025-01-01,2280.67,10100,0.2258,45.61,1
ACC501878,2025-02-01,1622.13,10100,0.1606,32.44,0
ACC501878,2025-03-01,1880.14,10100,0.1862,37.6,0
ACC501878,2025-04-01,1977.71,10100,0.1958,39.55,0
ACC501878,2025-05-01,1644.38,10100,0.1628,32.89,0
ACC501878,2025-06-01,290.38,10100,0.0288,25.0,0
ACC501878,2025-07-01,947.01,10100,0.0938,25.0,0
ACC501878,2025-08-01,244.17,10100,0.0242,25.0,0
ACC501878,2025-09-01,753.93,10100,0.0746,25.0,0
ACC501879,2024-10-01,7398.77,15900,0.4653,147.98,0
ACC501879,2024-11-01,6962.7,15900,0.4379,139.25,0
ACC501879,2024-12-01,6675.89,15900,0.4199,133.52,0
ACC501879,2025-01-01,8368.13,15900,0.5263,167.36,0
ACC501879,2025-02-01,8122.01,15900,0.5108,162.44,0
ACC501879,2025-03-01,7708.71,15900,0.4848,154.17,0
ACC501879,2025-04-01,7072.5,15900,0.4448,141.45,0
ACC501879,2025-05-01,6583.25,15900,0.414,131.67,0
ACC501879,2025-06-01,5679.0,15900,0.3572,113.58,0
ACC501879,2025-07-01,5820.73,15900,0.3661,116.41,6
ACC501879,2025-08-01,5951.03,15900,0.3743,119.02,0
ACC501879,2025-09-01,6165.82,15900,0.3878,123.32,0
ACC501880,2024-10-01,9246.48,15000,0.6164,184.93,0
ACC501880,2024-11-01,9114.45,15000,0.6076,182.29,0
ACC501880,2024-12-01,9072.37,15000,0.6048,181.45,1
ACC501880,2025-01-01,9069.29,15000,0.6046,181.39,0
ACC501880,2025-02-01,9167.41,15000,0.6112,183.35,0
ACC501880,2025-03-01,9318.48,15000,0.6212,186.37,0
ACC501880,2025-04-01,8625.31,15000,0.575,172.51,1
ACC501880,2025-05-01,6972.78,15000,0.4649,139.46,0
ACC501880,2025-06-01,6810.79,15000,0.4541,136.22,1
ACC501880,2025-07-01,7987.23,15000,0.5325,159.74,0
ACC501880,2025-08-01,8030.83,15000,0.5354,160.62,0
ACC501880,2025-09-01,7951.19,15000,0.5301,159.02,0
ACC501881,2024-10-01,2936.81,8200,0.3581,58.74,0
ACC501881,2024-11-01,2922.48,8200,0.3564,58.45,0
ACC501881,2024-12-01,3038.95,8200,0.3706,60.78,1
ACC501881,2025-01-01,2823.28,8200,0.3443,56.47,0
ACC501881,2025-02-01,2440.6,8200,0.2976,48.81,0
ACC501881,2025-03-01,2690.39,8200,0.3281,53.81,0
ACC501881,2025-04-01,2754.3,8200,0.3359,55.09,0
ACC501881,2025-05-01,2969.42,8200,0.3621,59.39,0
ACC501881,2025-06-01,2408.28,8200,0.2937,48.17,0
ACC501881,2025-07-01,3009.38,8200,0.367,60.19,0
ACC501881,2025-08-01,3092.13,8200,0.3771,61.84,0
ACC501881,2025-09-01,2499.36,8200,0.3048,49.99,0
ACC501882,2024-10-01,6152.61,14800,0.4157,123.05,1
ACC501882,2024-11-01,6218.61,14800,0.4202,124.37,0
ACC501882,2024-12-01,6290.9,14800,0.4251,125.82,0
ACC501882,2025-01-01,5949.64,14800,0.402,118.99,0
ACC501882,2025-02-01,6060.88,14800,0.4095,121.22,0
ACC501882,2025-03-01,6016.54,14800,0.4065,120.33,0
ACC501882,2025-04-01,6658.31,14800,0.4499,133.17,2
ACC501882,2025-05-01,7865.94,14800,0.5315,157.32,0
ACC501882,2025-06-01,8787.99,14800,0.5938,175.76,0
ACC501882,2025-07-01,10129.43,14800,0.6844,202.59,0
ACC501882,2025-08-01,10516.51,14800,0.7106,210.33,0
ACC501882,2025-09-01,10716.21,14800,0.7241,214.32,0
ACC501883,2024-10-01,1184.07,16200,0.0731,25.0,3
ACC501883,2024-11-01,1123.02,16200,0.0693,25.0,0
ACC501883,2024-12-01,1358.18,16200,0.0838,27.16,0
ACC501883,2025-01-01,1396.4,16200,0.0862,27.93,1
ACC501883,2025-02-01,1234.58,16200,0.0762,25.0,0
ACC501883,2025-03-01,1097.97,16200,0.0678,25.0,0
ACC501883,2025-04-01,589.75,16200,0.0364,25.0,0
ACC501883,2025-05-01,513.93,16200,0.0317,25.0,0
ACC501883,2025-06-01,372.09,16200,0.023,25.0,0
ACC501883,2025-07-01,273.8,16200,0.0169,25.0,0
ACC501883,2025-08-01,0.0,16200,0.0,0.0,0
ACC501883,2025-09-01,,16200,0.0,0.0,2
ACC501884,2024-10-01,5890.23,14600,0.4034,117.8,0
ACC501884,2024-11-01,5375.02,14600,0.3682,107.5,1
ACC501884,2024-12-01,5810.36,14600,0.398,116.21,0
ACC501884,2025-01-01,5589.46,14600,0.3828,111.79,0
ACC501884,2025-02-01,4470.88,14600,0.3062,89.42,0
ACC501884,2025-03-01,4233.48,14600,0.29,84.67,0
ACC501884,2025-04-01,4184.73,14600,0.2866,83.69,0
ACC501884,2025-05-01,4378.91,14600,0.2999,87.58,0
ACC501884,2025-06-01,4689.01,14600,0.3212,93.78,0
ACC501884,2025-07-01,4218.29,14600,0.2889,84.37,0
ACC501884,2025-08-01,3773.51,14600,0.2585,75.47,0
ACC501884,2025-09-01,3756.59,14600,0.2573,75.13,0
ACC501885,2024-10-01,4685.07,11100,0.4221,93.7,0
ACC501885,2024-11-01,5202.51,11100,0.4687,104.05,0
ACC501885,2024-12-01,5902.4,11100,0.5317,118.05,0
ACC501885,2025-01-01,6219.09,11100,0.5603,124.38,0
ACC501885,2025-02-01,5960.15,11100,0.537,119.2,0
ACC501885,2025-03-01,6594.06,11100,0.5941,131.88,2
ACC501885,2025-04-01,6866.03,11100,0.6186,137.32,2
ACC501885,2025-05-01,7015.06,11100,0.632,140.3,0
ACC501885,2025-06-01,7833.04,11100,0.7057,156.66,0
ACC501885,2025-07-01,7451.22,11100,0.6713,149.02,0
ACC501885,2025-08-01,7794.42,11100,0.7022,155.89,2
ACC501885,2025-09-01,7432.74,11100,0.6696,148.65,0
ACC501886,2024-10-01,8236.65,17600,0.468,164.73,0
ACC501886,2024-11-01,8101.68,17600,0.4603,162.03,0
ACC501886,2024-12-01,9184.5,17600,0.5218,183.69,0
ACC501886,2025-01-01,9398.11,17600,0.534,187.96,0
ACC501886,2025-02-01,9631.53,17600,0.5472,192.63,0
ACC501886,2025-03-01,9909.85,17600,0.5631,198.2,0
ACC501886,2025-04-01,8967.59,17600,0.5095,179.35,0
ACC501886,2025-05-01,9766.85,17600,0.5549,195.34,0
ACC501886,2025-06-01,8789.83,17600,0.4994,175.8,0
ACC501886,2025-07-01,9144.9,17600,0.5196,182.9,0
ACC501886,2025-08-01,7380.89,17600,0.4194,147.62,0
ACC501886,2025-09-01,7228.08,17600,0.4107,144.56,0
ACC501887,2024-10-01,7477.06,21300,0.351,149.54,0
ACC501887,2024-11-01,6124.18,21300,0.2875,122.48,0
ACC501887,2024-12-01,5720.8,21300,0.2686,114.42,0
ACC501887,2025-01-01,6810.16,21300,0.3197,136.2,2
ACC501887,2025-02-01,7327.93,21300,0.344,146.56,0
ACC501887,2025-03-01,6742.48,21300,0.3165,134.85,0
ACC501887,2025-04-01,6580.0,21300,0.3089,131.6,7
ACC501887,2025-05-01,,21300,0.3531,150.42,0
ACC501887,2025-06-01,6995.96,21300,0.3284,139.92,0
ACC501887,2025-07-01,6070.73,21300,0.285,121.41,0
ACC501887,2025-08-01,6820.95,21300,0.3202,136.42,0
ACC501887,2025-09-01,7771.84,21300,0.3649,155.44,0
ACC501888,2024-10-01,2518.81,7400,0.3404,50.38,0
