account_id,customer_id,card_type,credit_limit,open_date,account_status,balance,utilization_ratio,delinquency_count,default_flag
ACC502825,CUST101925,secured,27000,2025-02-05,Active,9271.83,0.3434,2,0
ACC502570,CUST101750,Secured,14900,2023-02-13,Active,9355.02,0.6279,0,0
ACC501649,CUST101123,Gold,18500,2025-08-28,Active,8780.14,0.4746,0,0
ACC501387,CUST100935,platinum,15400,2025-10-23,Active,0.0,0.0,0,0
ACC503155,CUST102155,Standard,20300,2020-09-15,Active,0.0,0.0,1,0
ACC502088,CUST101435,Secured,15700,2021-03-23,Active,6373.94,0.406,0,0
ACC500977,CUST100659,Gold,15100,2021-09-03,Active,2154.97,0.1427,2,0
ACC501851,CUST101265,Gold,22800,2023-05-12,Active,4865.0,0.2134,1,0
ACC501923,CUST101314,Platinum,9900,2024-11-03,Active,5939.71,0.6,1,0
ACC503545,CUST102414,platinum,15300,2023-12-13,Active,8441.1,0.5517,2,0
ACC503595,CUST102447,Standard,10400,2025-09-26,Active,6202.03,0.5963,3,1
ACC501167,CUST100785,Standard,20400,2026-01-31,,6280.33,0.3079,0,0
ACC503033,CUST102064,Standard,14700,2025-09-09,Active,7407.69,0.5039,0,0
ACC502095,CUST101439,Standard,16100,2026-03-20,Active,6217.5,0.3862,0,1
ACC502345,CUST101603,Standard,4300,2016-11-09,Active,2125.54,0.4943,1,0
ACC501478,CUST101002,Gold,19000,2026-04-21,Closed,6755.41,0.3555,1,0
ACC500571,CUST100389,Standard,15900,2018-01-31,Active,5053.67,0.3178,0,0
ACC502395,CUST101635,Standard,16200,2026-04-11,Active,7780.0,0.4802,0,0
ACC502612,CUST101779,Standard,17000,2023-06-20,Active,10950.38,0.6441,0,0
ACC503562,CUST102425,Standard,7200,2021-09-06,Active,1867.45,0.2594,0,0
ACC500965,CUST100652,Standard,22200,2023-12-01,Active,8720.89,0.3928,1,0
ACC502143,CUST101470,gold,11300,2023-01-05,Active,6283.63,0.5561,3,0
ACC500368,CUST100254,Standard,17400,2026-03-09,Active,5609.37,0.3224,0,0
ACC502575,CUST101754,Standard,15900,2026-08-31,Active,2813.4,0.1769,2,0
ACC501593,CUST101080,gold,11800,2026-04-22,,6955.52,0.5895,1,0
ACC500340,CUST100233,Standard,13500,2026-04-01,Active,5180.66,0.3838,1,0
ACC503490,CUST102381,Gold,12500,2023-01-30,Active,11845.07,0.9476,2,0
ACC503339,CUST102279,Standard,13500,2023-09-26,,4456.42,0.3301,3,0
ACC501674,CUST101142,Standard,10900,2018-02-22,Active,5117.82,0.4695,1,0
ACC502637,CUST101797,secured,9600,2023-11-27,Active,3321.74,0.346,0,0
ACC503667,CUST102492,Gold,12500,2026-06-03,Closed,7399.35,0.5919,0,0
ACC501890,CUST101290,Standard,28600,2025-01-03,Active,2110.42,0.0738,2,1
ACC501737,CUST101189,Gold,16500,2021-01-22,Active,1620.38,0.0982,0,0
ACC500038,CUST100025,gold,22200,2024-02-12,Active,12279.66,0.5531,0,0
ACC502759,CUST101877,Standard,15000,2026-05-26,Active,5987.91,0.3992,0,0
ACC500753,CUST100505,Standard,16200,2021-06-05,Active,7390.59,0.4562,1,0
ACC503450,CUST102351,Gold,14700,2016-09-21,Active,9050.1,0.6157,1,0
ACC502078,CUST101427,Standard,6700,2018-05-06,Active,3673.09,0.5482,0,0
ACC501914,CUST101307,Standard,11100,2013-05-09,Active,3443.32,0.3102,1,0
ACC502912,CUST101984,Standard,10500,2023-07-21,Closed,6025.51,0.5739,1,0
ACC502942,CUST102004,Gold,21400,2026-01-21,Frozen,12183.84,0.5693,1,0
ACC502526,CUST101720,Gold,22400,2019-04-13,Active,10126.81,0.4521,0,0
ACC503586,CUST102442,Standard,15700,2020-03-22,Active,7131.55,0.4542,1,0
ACC502895,CUST101972,standard,10200,2018-12-22,Active,7272.49,0.713,0,0
ACC502620,CUST101785,Gold,7500,2026-03-27,Active,3323.35,0.4431,1,1
ACC500172,CUST100114,Secured,19700,2026-08-27,Active,0.0,0.0,0,0
ACC500109,CUST100076,Standard,16300,2018-12-05,Closed,6373.92,0.391,2,0
ACC502223,CUST101519,Gold,16500,2021-03-04,Active,5321.5,0.3225,0,0
ACC502539,CUST101729,Standard,24900,2026-05-15,Active,1130.7,0.0454,1,0
ACC502435,CUST101661,Secured,12700,2024-03-02,Closed,5545.71,0.4367,5,0
ACC503160,CUST102158,Gold,13400,2020-01-11,Active,0.0,0.0,0,0
ACC500317,CUST100218,Platinum,17000,2025-06-03,Active,15283.98,0.8991,1,0
ACC500478,CUST100328,Secured,14800,2016-09-23,Active,2792.31,0.1887,1,0
ACC502571,CUST101750,platinum,18800,2021-09-06,Active,2716.35,0.1445,2,0
ACC501724,CUST101178,Secured,6600,2025-07-04,Frozen,2480.37,0.3758,2,0
ACC501201,CUST100806,Gold,14000,2026-06-27,Active,8193.07,0.5852,2,0
ACC500714,CUST100478,Gold,13800,2026-04-07,Active,5082.05,0.3683,0,0
ACC500969,CUST100655,Platinum,7100,2025-10-10,Active,482.61,0.068,0,0
ACC503364,CUST102296,Platinum,14200,2024-08-19,Active,1093.3,0.077,1,0
ACC503142,CUST102144,gold,17100,2017-11-06,Closed,4661.08,0.2726,1,0
ACC500695,CUST100465,Gold,11600,2024-10-15,,7678.42,0.6619,1,0
ACC503624,CUST102463,Gold,12600,2023-12-09,Active,3076.56,0.2442,0,0
ACC502659,CUST101808,Secured,9800,2026-03-04,Active,3247.79,0.3314,3,0
ACC500159,CUST100108,Standard,12800,2023-09-09,Active,4556.62,0.356,0,0
ACC501491,CUST101011,Gold,21500,2025-05-09,Closed,6765.85,0.3147,1,0
ACC500843,CUST100571,Platinum,8600,2022-03-14,Active,990.01,0.1151,0,0
ACC501324,CUST100893,Platinum,13700,2015-02-21,Active,5327.17,0.3888,3,0
ACC502925,CUST101993,Gold,19400,2022-02-11,Closed,9253.99,0.477,1,0
ACC502660,CUST101809,Standard,13400,2024-05-16,Active,4265.96,0.3184,0,0
ACC501673,CUST101141,Standard,14700,2026-04-22,Closed,2416.61,0.1644,0,0
ACC501788,CUST101221,Gold,19700,2024-12-28,Active,6841.41,0.3473,1,0
ACC503058,CUST102084,Standard,9200,2024-09-30,Active,1667.0,0.1812,0,0
ACC501974,CUST101349,Standard,17100,2023-10-20,Active,3127.6,0.1829,1,0
ACC501099,CUST100741,standard,11700,2020-09-10,Active,7467.86,0.6383,4,0
ACC500798,CUST100539,Standard,14500,2026-05-16,Active,12264.26,0.8458,2,0
ACC500789,CUST100531,Platinum,16600,2025-01-17,Active,9113.64,0.549,1,0
ACC502268,CUST101547,Gold,14900,2024-10-27,Closed,4569.67,0.3067,0,0
ACC500958,CUST100648,Standard,15200,2025-06-12,Active,3133.92,0.2062,0,0
ACC501148,CUST100773,Platinum,12300,2021-12-28,Active,1606.02,0.1306,3,0
ACC502241,CUST101531,Gold,12900,2018-05-01,Active,8298.14,0.6433,1,0
ACC500528,CUST100360,Gold,14500,2024-09-19,Active,1003.93,0.0692,1,0
ACC501750,CUST101198,standard,11900,2017-04-23,Active,4081.37,0.343,1,0
ACC502455,CUST101672,Standard,18800,2023-03-04,Active,16642.8,0.8853,1,0
ACC502828,CUST101926,Standard,9200,2025-05-13,Closed,3472.49,0.3774,1,0
ACC500154,CUST100104,Standard,18100,2025-01-13,Active,0.0,0.0,0,0
ACC503124,CUST102129,Gold,18800,2026-02-03,Active,7672.39,0.4081,0,0
ACC501214,CUST100816,standard,7900,2017-12-22,Active,6818.93,0.8632,1,1
ACC500393,CUST100270,Standard,21100,2026-04-20,Active,6233.16,0.2954,0,0
ACC502864,CUST101949,Gold,13400,2025-05-02,Active,5666.88,0.4229,2,0
ACC503089,CUST102103,Standard,14000,2023-12-08,Closed,894.06,0.0639,0,0
ACC501656,CUST101129,Platinum,17000,2016-08-28,Active,1532.83,0.0902,1,0
ACC502292,CUST101564,Standard,19200,2021-10-25,Active,13757.9,0.7166,2,0
ACC503649,CUST102480,Gold,17700,2020-09-14,Active,9429.87,0.5328,2,0
ACC502735,CUST101860,Gold,13400,2020-03-14,Active,2698.05,0.2013,0,0
ACC502599,CUST101770,standard,14800,2026-03-29,Closed,460.33,0.0311,0,0
ACC500820,CUST100556,Standard,25300,2018-12-04,Active,5630.9,0.2226,1,0
ACC500194,CUST100132,Standard,25800,2020-06-11,Active,2863.18,0.111,0,0
ACC501830,CUST101251,Gold,16700,2017-12-23,Active,6340.23,0.3797,1,0
ACC503299,CUST102254,platinum,14800,2015-08-05,Active,4293.11,0.2901,1,0
ACC500525,CUST100358,Platinum,12400,2026-06-10,Active,5732.5,0.4623,4,0
ACC503473,CUST102368,Standard,20100,2025-01-19,Active,1837.25,0.0914,3,0
ACC502975,CUST102024,Standard,21300,2026-04-25,Active,2044.85,0.096,0,0
ACC502263,CUST101543,Standard,14900,2021-07-20,Active,10645.18,0.7144,2,0
ACC501847,CUST101261,Standard,14600,2022-07-05,Active,6230.28,0.4267,1,0
ACC503088,CUST102102,standard,11200,2022-04-19,Active,4423.47,0.395,1,0
ACC500909,CUST100613,standard,16700,2023-01-17,Active,5102.4,0.3055,3,0
ACC502286,CUST101559,Gold,16600,2024-05-27,Active,7024.12,0.4231,1,0
ACC503214,CUST102193,Gold,16400,2015-12-17,Active,5693.02,0.3471,1,0
ACC501681,CUST101148,Gold,7600,2021-11-01,Active,4601.4,0.6054,2,1
ACC501010,CUST100684,Platinum,20000,2023-12-22,Active,4810.66,0.2405,0,0
ACC502340,CUST101599,Gold,21700,2017-06-20,Active,17559.02,0.8092,2,0
ACC501918,CUST101311,Secured,20000,2026-08-09,Active,5914.4,0.2957,1,0
ACC500033,CUST100023,Standard,12300,2026-08-22,Active,2693.48,0.219,0,0
ACC502471,CUST101684,Standard,19100,2025-03-13,Active,0.0,0.0,0,0
ACC503249,CUST102220,Gold,13500,2025-11-06,Active,5964.75,0.4418,0,0
ACC501290,CUST100869,Standard,16000,2026-05-12,Closed,9473.94,0.5921,1,0
ACC500803,CUST100543,Standard,16700,2025-12-09,Active,2841.15,0.1701,0,0
ACC502288,CUST101561,Platinum,12700,2025-12-05,Active,1105.23,0.087,1,1
ACC503498,CUST102385,Standard,14900,2025-12-05,,9610.51,0.645,1,1
ACC502781,CUST101893,Platinum,17900,2018-07-04,Active,1029.45,0.0575,0,0
ACC503567,CUST102429,standard,10900,2024-02-09,Active,4963.25,0.4553,3,0
ACC501623,CUST101103,Standard,17400,2019-05-05,Active,6477.32,0.3723,0,0
ACC500657,CUST100439,Standard,11800,2024-11-07,Active,0.0,0.0,1,0
ACC500574,CUST100391,Gold,10800,2026-04-09,Active,3100.6,0.2871,4,0
ACC500980,CUST100661,Platinum,9500,2025-07-25,Active,6835.36,0.7195,1,0
ACC501532,CUST101035,Gold,21100,2015-10-07,Frozen,8627.12,0.4089,0,0
ACC501203,CUST100807,Platinum,10000,2020-12-11,Active,0.0,0.0,1,0
ACC500724,CUST100485,Platinum,12300,2014-09-09,Active,3871.0,0.3147,4,1
ACC501497,CUST101014,Gold,25100,2026-03-28,Active,10651.58,0.4244,3,0
ACC503399,CUST102317,Standard,4900,2026-03-09,Closed,3864.77,0.7887,1,1
ACC501429,CUST100968,Standard,22300,2023-01-29,Closed,5668.42,0.2542,1,0
ACC502408,CUST101645,Platinum,23500,2022-03-19,Active,16714.34,0.7112,3,0
ACC501712,CUST101169,Gold,16400,2026-08-19,Closed,5783.36,0.3526,2,0
ACC500507,CUST100347,Standard,9200,2024-09-27,Active,3324.25,0.3613,2,0
ACC500651,CUST100433,Standard,13700,2024-04-10,Active,4341.0,0.3169,1,0
ACC501156,CUST100779,Standard,14200,2026-06-24,Active,8506.66,0.5991,1,0
ACC501696,CUST101159,Standard,16000,2017-08-02,Frozen,6492.06,0.4058,2,0
ACC501035,CUST100700,Standard,9900,2019-07-02,Active,2461.84,0.2487,0,0
ACC501716,CUST101173,Standard,17300,2019-09-19,Active,10657.9,0.6161,1,0
ACC503591,CUST102445,Standard,14000,2018-05-08,,11890.42,0.8493,4,0
ACC500828,CUST100561,Gold,7600,2020-04-23,Closed,5543.02,0.7293,1,0
ACC501171,CUST100788,Gold,17800,2025-09-12,Active,7639.03,0.4292,2,0
ACC502017,CUST101382,Gold,16600,2021-03-14,Active,1354.45,0.0816,0,0
ACC503262,CUST102230,Standard,18000,2025-06-07,Active,3707.02,0.2059,1,0
ACC500486,CUST100333,Secured,17900,2023-03-02,Closed,3693.5,0.2063,0,0
ACC502793,CUST101902,Secured,11900,2026-01-14,Active,2429.89,0.2042,0,0
ACC500557,CUST100381,Gold,9400,2026-08-30,Active,0.0,0.0,1,0
ACC501397,CUST100945,Standard,17900,2019-10-10,,3381.15,0.1889,2,0
ACC501399,CUST100947,Secured,13000,2019-04-30,Active,4991.12,0.3839,1,0
ACC503260,CUST102228,Standard,11000,2025-10-23,Active,6211.3,0.5647,2,0
ACC500157,CUST100107,Gold,11700,2026-08-03,Active,8849.86,0.7564,1,1
ACC500147,CUST100098,Standard,17100,2015-02-17,Active,8525.79,0.4986,0,0
ACC500669,CUST100446,Platinum,23500,2026-08-20,Active,1648.55,0.0702,0,0
ACC502319,CUST101584,Platinum,15100,2017-09-26,Active,9945.85,0.6587,1,1
ACC501687,CUST101152,Gold,16100,2024-02-28,Active,7011.43,0.4355,2,0
ACC501131,CUST100762,Platinum,13700,2021-12-12,Closed,9454.95,0.6901,3,0
ACC503287,CUST102245,Platinum,25500,2026-05-28,Active,12265.8,0.481,3,0
ACC501045,CUST100707,Standard,9100,2025-07-19,Active,0.0,0.0,0,0
ACC501092,CUST100737,Gold,12200,2017-01-27,Active,8389.59,0.6877,1,1
ACC501528,CUST101032,Standard,19600,2025-03-23,Active,7864.71,0.4013,0,0
ACC502039,CUST101397,Platinum,13700,2019-12-14,Active,1862.14,0.1359,0,0
ACC502611,CUST101779,Standard,12900,2023-08-15,Active,7279.68,0.5643,0,0
ACC501927,CUST101318,Platinum,23600,2023-11-17,Active,11530.25,0.4886,2,0
ACC502544,CUST101733,Standard,19300,2025-11-01,Active,12358.86,0.6404,0,0
ACC502773,CUST101887,Gold,19300,2017-12-30,Closed,10346.25,0.5361,0,0
ACC503179,CUST102171,Standard,16500,2019-12-04,Active,6868.3,0.4163,0,0
ACC501335,CUST100901,Standard,17000,2025-12-15,Active,0.0,0.0,0,0
ACC502506,CUST101707,Gold,19400,2021-03-02,Active,8791.71,0.4532,0,0
ACC501220,CUST100820,Secured,15500,2024-11-24,Active,9309.53,0.6006,1,0
ACC501809,CUST101235,Standard,16300,2025-04-05,Active,3768.63,0.2312,0,0
ACC500096,CUST100067,Gold,14000,2023-03-28,Active,2022.77,0.1445,0,0
ACC503237,CUST102210,Gold,13900,2025-07-23,Closed,4760.27,0.3425,2,0
ACC500882,CUST100597,Standard,13700,2018-11-05,Active,4173.6,0.3046,0,0
ACC501549,CUST101050,Platinum,10000,2018-07-19,Active,2489.49,0.2489,0,0
ACC501106,CUST100746,Gold,25300,2025-03-12,Closed,6024.76,0.2381,1,0
ACC501341,CUST100905,Gold,8500,2026-08-11,,682.24,0.0803,1,0
ACC500377,CUST100258,Platinum,12700,2013-11-21,Closed,761.78,0.06,1,0
ACC502342,CUST101600,Gold,20600,2018-07-14,Closed,5774.05,0.2803,0,0
ACC501940,CUST101328,Standard,18000,2016-02-03,Closed,9010.43,0.5006,2,0
ACC503577,CUST102437,Standard,14600,2026-02-08,Active,9574.32,0.6558,1,0
ACC500382,CUST100261,Secured,22600,2017-07-23,Active,2511.58,0.1111,2,0
ACC502502,CUST101704,Gold,14900,2026-02-13,Active,16016.7,1.0749,1,0
ACC503583,CUST102441,Standard,11500,2024-03-28,Active,6168.68,0.5364,0,0
ACC501866,CUST101274,Standard,18700,2025-10-18,Active,8203.07,0.4387,0,0
ACC502727,CUST101853,Platinum,14600,2023-04-09,Active,2588.98,0.1773,1,0
ACC502597,CUST101768,Standard,31100,2026-08-01,Active,2568.51,0.0826,0,0
ACC500127,CUST100088,Standard,13900,2022-10-05,Active,1847.52,0.1329,0,0
ACC500112,CUST100077,Standard,19800,2024-08-11,Active,7280.49,0.3677,0,0
ACC501507,CUST101020,Platinum,13700,2021-11-27,Active,7210.21,0.5263,2,0
ACC500868,CUST100588,Standard,19600,2018-08-30,Active,10470.16,0.5342,0,0
ACC502229,CUST101524,Gold,24000,2020-11-07,Active,8130.34,0.3388,0,0
ACC500837,CUST100568,Standard,14000,2020-05-11,Active,10355.25,0.7397,1,0
ACC502413,CUST101647,Standard,23300,2024-12-04,Active,16489.8,0.7077,0,0
ACC500078,CUST100052,Platinum,14500,2025-10-13,,8630.65,0.5952,2,0
ACC502826,CUST101925,Standard,22500,2020-07-09,Active,11355.79,0.5047,2,0
ACC501916,CUST101309,Standard,17800,2026-08-19,Active,19824.16,1.1137,2,0
ACC500689,CUST100460,Standard,22100,2017-05-05,Frozen,0.0,0.0,0,0
ACC500358,CUST100247,Gold,15700,2025-04-26,Active,4927.16,0.3138,3,0
ACC500235,CUST100162,Standard,20100,2023-07-31,Frozen,7281.41,0.3623,0,0
ACC503003,CUST102044,Standard,19100,2022-12-21,Active,3971.45,0.2079,1,0
ACC503404,CUST102320,standard,25100,2024-09-18,Active,11792.03,0.4698,1,0
ACC500309,CUST100213,Standard,13400,2024-06-04,Active,4471.35,0.3337,0,0
ACC501610,CUST101092,Standard,22500,2025-08-13,Active,8724.84,0.3878,2,0
ACC500880,CUST100595,Standard,13700,2023-06-30,Active,8511.64,0.6213,1,0
ACC501242,CUST100836,Platinum,7500,2025-11-01,Active,1672.94,0.2231,1,1
ACC500984,CUST100665,Standard,19000,2022-08-02,Active,3375.85,0.1777,0,0
ACC501448,CUST100980,Standard,16300,2014-08-07,Active,1831.97,0.1124,2,0
ACC501517,CUST101025,Gold,8200,2019-07-22,Active,5508.03,0.6717,2,0
ACC503634,CUST102470,Standard,8600,2025-06-23,Active,3128.2,0.3637,1,0
ACC500099,CUST100070,secured,7300,2024-01-02,Closed,2265.93,0.3104,1,0
ACC501802,CUST101229,standard,14800,2024-05-27,Active,7027.44,0.4748,0,0
ACC503076,CUST102095,Platinum,10100,2016-06-16,Active,6322.86,0.626,1,0
ACC501406,CUST100952,Platinum,18600,2019-10-26,Active,8238.35,0.4429,0,0
ACC500718,CUST100482,Standard,9400,2022-11-09,Active,2588.84,0.2754,2,0
ACC502989,CUST102035,Standard,25000,2025-04-30,Active,10379.36,0.4152,1,0
ACC501725,CUST101179,Platinum,16100,2015-11-11,Active,5960.15,0.3702,0,0
ACC500815,CUST100553,Gold,12500,2022-10-08,Active,1218.9,0.0975,0,0
ACC500523,CUST100358,Platinum,7500,2026-06-23,Active,1839.32,0.2452,1,0
ACC500129,CUST100090,platinum,15100,2021-03-31,Active,3053.69,0.2022,0,0
ACC503522,CUST102400,Platinum,17000,2025-12-16,Active,3282.28,0.1931,1,0
ACC500300,CUST100207,Standard,17900,2022-11-10,Active,12279.05,0.686,3,0
ACC502122,CUST101457,Secured,22300,2015-08-22,Closed,10249.34,0.4596,3,0
ACC503301,CUST102255,Standard,17400,2024-02-21,Closed,12472.69,0.7168,0,0
ACC500762,CUST100512,gold,9000,2026-07-25,Active,2677.28,0.2975,0,1
ACC501578,CUST101070,Standard,17300,2025-07-04,Active,6981.04,0.4035,1,0
ACC502715,CUST101846,Standard,13800,2026-04-22,Active,3023.83,0.2191,1,0
ACC500801,CUST100542,Gold,13100,2022-11-11,Active,3738.74,0.2854,2,0
ACC502464,CUST101678,gold,16500,2023-12-27,Active,831.98,0.0504,1,0
ACC500071,CUST100048,Standard,17300,2024-06-10,Active,0.0,0.0,2,0
ACC502082,CUST101429,Standard,21400,2019-08-12,Active,5704.84,0.2666,0,0
ACC502653,CUST101805,Standard,13600,2025-09-23,Active,4083.13,0.3002,0,0
ACC501857,CUST101269,Standard,11100,2019-08-12,Active,4544.92,0.4095,2,0
ACC503176,CUST102169,Gold,14400,2023-11-07,Active,2416.28,0.1678,0,0
ACC500326,CUST100224,Standard,21400,2024-04-28,Active,0.0,0.0,0,0
ACC501615,CUST101097,Platinum,9100,2018-08-18,Active,6324.12,0.695,1,0
ACC500531,CUST100361,Gold,24500,2023-02-20,Active,7888.45,0.322,0,0
ACC503045,CUST102073,Standard,27200,2017-09-02,Active,7078.41,0.2602,0,0
ACC503491,CUST102382,Gold,18100,2025-08-10,Frozen,9732.95,0.5377,0,0
ACC502729,CUST101855,Gold,9400,2024-02-11,Active,3187.52,0.3391,0,0
ACC500190,CUST100128,Standard,13200,2020-01-20,Active,6664.01,0.5048,2,1
ACC500164,CUST100110,Gold,18100,2025-01-03,Active,8334.77,0.4605,1,0
ACC501301,CUST100876,Platinum,13800,2022-09-01,Active,3838.32,0.2781,1,0
ACC503011,CUST102049,Standard,18500,2020-08-01,Active,12123.86,0.6553,1,0
ACC501454,CUST100985,Standard,9900,2022-10-02,Closed,0.0,0.0,1,0
ACC503293,CUST102250,Gold,24500,2025-01-12,Active,6325.79,0.2582,0,0
ACC503427,CUST102335,Standard,10700,2024-12-02,Active,933.27,0.0872,0,0
ACC501392,CUST100940,Standard,16100,2026-06-03,Active,1419.24,0.0882,0,0
ACC503504,CUST102389,Standard,10400,2023-04-02,Active,4592.5,0.4416,3,0
ACC501344,CUST100907,Platinum,10600,2020-04-16,Active,3264.39,0.308,2,1
ACC502906,CUST101979,Gold,11700,2026-05-12,Active,1490.12,0.1274,1,0
ACC503605,CUST102453,Gold,22900,2024-06-24,,1352.65,0.0591,0,0
ACC500610,CUST100413,Platinum,11100,2017-05-21,Active,3256.81,0.2934,0,0
ACC503297,CUST102253,Standard,10500,2025-09-01,Active,5794.27,0.5518,3,0
ACC500821,CUST100557,Platinum,18200,2024-06-07,Active,2980.42,0.1638,0,0
ACC502269,CUST101548,Secured,11000,2026-06-17,Active,3889.39,0.3536,0,0
ACC501135,CUST100765,Standard,5900,2026-08-31,Active,2528.41,0.4285,2,0
ACC501418,CUST100961,Gold,24100,2026-04-18,Active,20044.19,0.8317,3,1
ACC502996,CUST102040,standard,8300,2021-01-23,Active,4532.83,0.5461,2,0
ACC502898,CUST101973,Standard,14500,2025-01-24,Active,431.92,0.0298,0,0
ACC502361,CUST101613,Standard,14800,2022-10-15,Active,4684.26,0.3165,0,0
ACC502631,CUST101793,standard,23700,2026-03-07,Active,13006.67,0.5488,0,0
ACC502907,CUST101980,platinum,11300,2016-03-06,Active,6438.71,0.5698,1,0
ACC503660,CUST102488,Standard,10800,2020-03-30,Closed,6180.44,0.5723,0,0
ACC501212,CUST100814,Gold,11800,2015-01-11,Active,6005.6,0.5089,2,1
ACC501445,CUST100978,Standard,16500,2020-02-09,Active,5563.47,0.3372,0,0
ACC501133,CUST100764,Standard,17400,2024-09-08,Active,2039.4,0.1172,0,0
ACC500706,CUST100472,Standard,19600,2025-10-22,Frozen,8813.55,0.4497,1,0
ACC502108,CUST101447,Standard,12700,2026-03-06,Active,4040.29,0.3181,0,0
ACC501706,CUST101164,platinum,10400,2025-07-02,Active,736.46,0.0708,0,0
ACC500167,CUST100112,Gold,14900,2025-10-23,Active,6605.69,0.4433,3,0
ACC501210,CUST100812,Gold,21800,2026-08-27,Closed,11558.52,0.5302,3,0
ACC501502,CUST101017,Platinum,19500,2026-03-11,Closed,12087.14,0.6199,2,0
ACC502560,CUST101744,Gold,14100,2026-01-27,Active,5223.54,0.3705,0,0
ACC502434,CUST101661,Gold,17700,2021-01-10,Closed,7186.18,0.406,0,0
ACC502667,CUST101813,gold,23100,2022-05-01,Active,0.0,0.0,1,0
ACC503054,CUST102080,Gold,8700,2018-06-09,Active,4561.22,0.5243,0,0
ACC501943,CUST101330,Standard,20900,2022-05-15,Active,5602.61,0.2681,0,0
ACC503104,CUST102113,Standard,8400,2013-03-03,,5707.67,0.6795,1,0
ACC501081,CUST100732,Standard,21600,2022-08-26,Active,4207.31,0.1948,1,0
ACC501190,CUST100799,Standard,10600,2018-03-05,Active,118.56,0.0112,1,0
ACC502902,CUST101975,Platinum,15600,2024-01-30,Active,3732.4,0.2393,1,0
ACC500297,CUST100205,Platinum,12000,2020-12-05,Active,1745.13,0.1454,1,0
ACC500218,CUST100151,Secured,18900,2025-08-07,Active,1150.38,0.0609,1,0
ACC500589,CUST100400,Standard,19300,2017-09-06,Active,8714.21,0.4515,0,0
ACC500023,CUST100015,Standard,21700,2015-01-19,Closed,4057.02,0.187,3,0
ACC502691,CUST101830,Standard,10700,2025-01-16,Active,6017.57,0.5624,1,0
ACC503090,CUST102103,Standard,17600,2025-05-11,Active,736.05,0.0418,0,0
ACC500315,CUST100217,Platinum,18100,2024-08-23,Active,11505.85,0.6357,1,0
ACC502922,CUST101991,standard,20300,2018-05-05,Active,3860.87,0.1902,0,0
ACC502005,CUST101372,Gold,21800,2016-02-25,,14878.02,0.6825,2,0
ACC500185,CUST100123,Gold,13000,2024-08-31,Active,4111.02,0.3162,0,0
ACC503374,CUST102303,Platinum,17800,2021-07-12,Active,6865.51,0.3857,2,0
ACC500064,CUST100043,Gold,21400,2017-07-07,Active,11108.65,0.5191,0,0
ACC502564,CUST101746,Standard,13700,2019-10-08,Active,3542.59,0.2586,1,0
ACC501877,CUST101280,Gold,8900,2020-11-28,Active,4396.88,0.494,2,0
ACC501273,CUST100857,Secured,22300,2020-11-22,Active,3288.58,0.1475,0,0
ACC503468,CUST102364,Gold,19500,2021-12-24,Active,12364.94,0.6341,0,0
ACC502042,CUST101400,Standard,23900,2018-01-02,Active,7366.92,0.3082,1,0
ACC500655,CUST100437,Secured,16100,2022-04-26,Active,8509.69,0.5286,1,0
ACC501784,CUST101219,gold,12400,2021-12-08,Active,6858.76,0.5531,4,1
ACC501028,CUST100696,Gold,18300,2024-04-10,Active,1624.8,0.0888,0,0
ACC500319,CUST100220,Standard,8600,2026-02-25,Active,5239.25,0.6092,1,0
ACC503344,CUST102283,Standard,15900,2025-10-11,Active,8423.32,0.5298,1,0
ACC502495,CUST101698,Gold,8400,2021-08-26,Active,4284.04,0.51,1,0
ACC500470,CUST100323,gold,11500,2026-04-16,Active,4275.58,0.3718,3,0
ACC503327,CUST102272,Standard,14100,2023-05-12,Active,5659.93,0.4014,1,0
ACC500126,CUST100087,Standard,13500,2020-11-14,Active,8519.93,0.6311,0,0
ACC502819,CUST101920,Gold,15100,2026-02-16,Active,3203.43,0.2121,2,0
ACC501636,CUST101114,gold,10100,2023-06-10,Active,7561.59,0.7487,1,1
ACC502696,CUST101834,Platinum,21700,2021-06-15,Active,7534.18,0.3472,1,0
ACC500847,CUST100574,Secured,20700,2018-02-20,Active,0.0,0.0,0,0
ACC501597,CUST101084,Standard,12400,2026-06-30,Active,6556.85,0.5288,1,0
ACC502355,CUST101609,Standard,14600,2023-02-06,Closed,10646.81,0.7292,1,0
ACC500956,CUST100647,Standard,11700,2023-07-24,,10419.92,0.8906,2,1
ACC500999,CUST100677,Platinum,15800,2026-05-21,Active,5956.31,0.377,0,0
ACC502897,CUST101973,Standard,21500,2025-03-20,Active,11314.98,0.5263,1,0
ACC502840,CUST101934,Platinum,13100,2022-07-04,Active,0.0,0.0,0,0
ACC501987,CUST101357,Secured,18600,2022-05-30,Frozen,9255.73,0.4976,1,0
ACC502867,CUST101951,platinum,14200,2026-07-31,Active,3603.53,0.2538,2,0
ACC501115,CUST100752,Secured,7500,2020-05-11,Closed,6299.76,0.84,0,0
ACC501789,CUST101221,Gold,13500,2025-10-23,Active,2061.94,0.1527,1,0
ACC502818,CUST101919,Gold,10100,2023-01-18,Active,2706.1,0.2679,3,0
ACC501453,CUST100984,Standard,24800,2025-06-12,Closed,9255.52,0.3732,1,0
ACC500347,CUST100238,Standard,9300,2026-05-07,Active,0.0,0.0,1,0
ACC501434,CUST100970,Secured,11600,2018-07-16,Active,0.0,0.0,0,0
