application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel
APP005349,CUST004773,2024-03-01,Medical,11500,36,21.96,Broker
APP005350,CUST005711,2023-08-13,Travel,34500,24,17.68,Online
APP005351,CUST000295,2024-09-15,Debt Consolidation,28500,36,11.88,Online
APP005352,CUST001445,2024-06-15,Wedding,10000,60,10.76,Broker
APP005353,CUST004985,2023-02-17,Debt Consolidation,2500,36,11.58,Online
APP005354,CUST003486,2023-12-26,Debt Consolidation,27000,36,16.6,Branch
APP005355,CUST005329,2024-04-23,Medical,42500,60,18.36,Online
APP005356,CUST000646,2024-07-03,Wedding,44500,24,14.03,Online
APP005357,CUST005613,2024-09-01,Debt Consolidation,45000,60,13.3,Online
APP005358,CUST005375,2023-09-20,Home Renovation,41500,60,13.36,Branch
APP005359,CUST003338,2023-04-28,Wedding,21500,36,17.57,Online
APP005360,CUST001613,2024-12-12,Car Purchase,46500,60,10.04,Branch
APP005361,CUST004948,2024-08-22,Home Renovation,18000,36,12.46,Broker
APP005362,CUST001207,2024-02-10,Other,5500,60,11.6,Broker
APP005363,CUST005365,2023-02-07,Car Purchase,15500,12,15.39,Broker
APP005364,CUST002851,2023-11-22,Home Renovation,47500,60,22.28,Branch
APP005365,CUST001528,2024-06-29,Car Purchase,42500,36,10.73,Broker
APP005366,CUST002637,2024-09-18,Other,31500,36,20.49,Online
APP005367,CUST002049,2023-09-16,Travel,25000,36,21.49,Broker
APP005368,CUST000460,2023-01-05,Debt Consolidation,4000,36,10.96,Broker
APP005369,CUST004589,2024-08-10,Travel,2500,24,9.56,Broker
APP005370,CUST000247,2023-08-13,Home Renovation,29000,48,20.92,Online
APP005371,CUST001722,2024-11-16,Debt Consolidation,49000,60,8.54,Online
APP005372,CUST004447,2024-03-09,Debt Consolidation,3500,36,16.89,Online
APP005373,CUST004519,2023-11-13,Debt Consolidation,11000,12,16.77,Online
APP005374,CUST005254,2024-07-19,Car Purchase,30500,24,13.71,Broker
APP005375,CUST002246,2024-10-05,Wedding,42000,48,10.58,Branch
APP005376,CUST003232,2023-07-23,Debt Consolidation,5500,60,15.71,Online
APP005377,CUST004479,2024-08-03,Home Renovation,33500,36,19.04,Online
APP005378,CUST004339,2024-04-13,Other,41000,24,15.23,Broker
APP005379,CUST001707,2024-02-13,Debt Consolidation,38000,36,22.3,Online
APP005380,CUST001626,2023-08-24,Home Renovation,2500,48,20.31,Online
APP005381,CUST003328,2024-10-31,Home Renovation,33500,36,14.95,Broker
APP005382,CUST002062,2024-11-13,Home Renovation,47000,24,17.23,Online
APP005383,CUST002855,2024-03-27,Home Renovation,36500,24,13.09,Branch
APP005384,CUST004106,2023-02-25,Home Renovation,8000,36,18.26,Broker
APP005385,CUST002914,2023-06-29,Wedding,46000,60,15.7,Branch
APP005386,CUST005422,2024-04-08,Other,37500,48,9.16,Online
APP005387,CUST001713,2024-08-11,Home Renovation,3000,24,18.2,Online
APP005388,CUST001764,2024-04-12,Debt Consolidation,10500,24,11.49,Broker
APP005389,CUST001343,2024-05-29,Car Purchase,43000,48,14.34,Online
APP005390,CUST004953,2023-10-04,Home Renovation,3500,36,9.57,Online
APP005391,CUST005117,2024-11-09,Medical,5000,60,8.52,Online
APP005392,CUST001657,2023-10-27,Medical,8000,36,7.74,Broker
APP005393,CUST001467,2024-07-02,Debt Consolidation,38000,12,16.18,Online
APP005394,CUST001147,2024-09-17,Debt Consolidation,17500,36,21.86,Branch
APP005395,CUST004046,2023-10-15,Car Purchase,35500,36,19.03,Online
APP005396,CUST004749,2024-03-30,Other,33000,24,15.24,Branch
APP005397,CUST001573,2024-12-21,Debt Consolidation,9500,36,11.62,Broker
APP005398,CUST003831,2023-05-22,Travel,17500,36,11.59,Broker
APP005399,CUST005782,2024-12-21,Car Purchase,50000,48,14.14,Broker
APP005400,CUST003251,2024-06-15,Travel,14500,36,10.83,Online
APP005401,CUST002025,2024-03-05,Medical,11500,24,21.44,Online
APP005402,CUST003169,2023-08-01,Car Purchase,44500,36,8.08,Online
APP005403,CUST002738,2024-02-29,Debt Consolidation,21500,24,14.77,Branch
APP005404,CUST001029,2023-08-16,Debt Consolidation,2000,36,9.81,Online
APP005405,CUST001852,2023-02-01,Medical,20500,60,14.3,Online
APP005406,CUST004344,2023-05-11,Home Renovation,48000,48,9.74,Branch
APP005407,CUST003125,2024-02-09,Car Purchase,44000,48,16.31,Online
APP005408,CUST002847,2023-11-28,Home Renovation,14000,12,8.45,Online
APP005409,CUST005209,2024-07-13,Debt Consolidation,44000,48,14.49,Online
APP005410,CUST005606,2023-05-06,Medical,5000,12,8.66,Branch
APP005411,CUST001238,2023-01-10,Debt Consolidation,12000,24,21.47,Broker
APP005412,CUST003086,2023-12-09,Medical,18000,36,19.16,Online
APP005413,CUST000813,2023-08-11,Home Renovation,9500,48,16.3,Online
APP005414,CUST005360,2023-10-29,Home Renovation,14000,24,17.28,Online
APP005415,CUST002803,2024-05-04,Car Purchase,11500,24,12.51,Broker
APP005416,CUST003644,2023-03-07,Home Renovation,31500,36,19.45,Broker
APP005417,CUST004785,2023-10-30,Debt Consolidation,37000,24,20.21,Online
APP005418,CUST002435,2023-07-21,Debt Consolidation,7000,36,17.91,Online
APP005419,CUST001216,2024-03-15,Car Purchase,12500,60,12.27,Broker
APP005420,CUST002455,2023-08-31,Wedding,35500,24,11.13,Broker
APP005421,CUST000897,2024-07-13,Medical,35000,36,14.72,Broker
APP005422,CUST002494,2024-06-23,Home Renovation,18500,36,11.4,Online
APP005423,CUST005520,2024-03-01,Debt Consolidation,11000,36,21.0,Online
APP005424,CUST002626,2023-08-30,Travel,41500,24,13.73,Online
APP005425,CUST004281,2023-07-09,Travel,18000,48,16.01,Online
APP005426,CUST001139,2023-05-24,Car Purchase,3500,48,12.06,Broker
APP005427,CUST005078,2023-11-12,Home Renovation,21000,36,17.69,Online
APP005428,CUST003404,2023-06-13,Wedding,30500,24,21.73,Broker
APP005429,CUST000185,2023-01-23,Medical,41500,12,9.53,Branch
APP005430,CUST001443,2023-07-12,Wedding,39500,48,8.32,Online
APP005431,CUST000875,2024-11-28,Car Purchase,23500,48,17.72,Broker
APP005432,CUST004495,2024-01-17,Car Purchase,27000,24,20.26,Broker
APP005433,CUST005222,2023-06-27,Debt Consolidation,10000,36,22.38,Branch
APP005434,CUST003750,2024-08-02,Home Renovation,20500,48,16.77,Branch
APP005435,CUST003117,2024-10-20,Debt Consolidation,10500,24,9.03,Broker
APP005436,CUST001012,2024-08-29,Wedding,5500,60,11.01,Branch
APP005437,CUST002858,2024-03-29,Debt Consolidation,22500,48,21.56,Online
APP005438,CUST005918,2023-04-01,Debt Consolidation,33500,24,11.47,Branch
APP005439,CUST005134,2023-12-06,Car Purchase,45500,24,20.92,Broker
APP005440,CUST005674,2023-08-21,Car Purchase,25000,36,8.47,Branch
APP005441,CUST003433,2024-05-07,Wedding,41000,24,11.55,Online
APP005442,CUST003438,2024-05-24,Medical,22000,36,10.83,Online
APP005443,CUST003897,2023-09-27,Medical,6500,36,14.52,Branch
APP005444,CUST005681,2024-02-17,Home Renovation,30000,24,18.18,Online
APP005445,CUST002823,2023-07-25,Home Renovation,9500,36,11.18,Online
APP005446,CUST003551,2023-04-04,Car Purchase,29500,36,10.65,Online
APP005447,CUST004298,2024-04-08,Home Renovation,4500,24,15.76,Branch
APP005448,CUST003751,2023-05-18,Car Purchase,21500,48,20.41,Broker
APP005449,CUST001820,2024-03-30,Car Purchase,25500,24,21.53,Online
APP005450,CUST005688,2024-11-30,Debt Consolidation,12000,48,20.89,Online
APP005451,CUST004064,2024-02-08,Debt Consolidation,31500,36,20.92,Broker
APP005452,CUST000648,2024-11-26,Wedding,46500,24,17.92,Online
APP005453,CUST001957,2024-09-15,Debt Consolidation,7500,24,17.64,Broker
APP005454,CUST002177,2024-09-09,Car Purchase,29000,24,10.14,Broker
APP005455,CUST000095,2023-07-10,Debt Consolidation,2500,36,18.49,Online
APP005456,CUST002826,2023-04-13,Home Renovation,38500,48,14.7,Broker
APP005457,CUST001775,2024-02-27,Debt Consolidation,31500,12,22.2,Online
APP005458,CUST003344,2024-05-10,Debt Consolidation,10000,48,9.42,Branch
APP005459,CUST005997,2023-04-22,Home Renovation,8500,24,20.27,Broker
APP005460,CUST003164,2023-03-11,Debt Consolidation,9000,36,8.27,Branch
APP005461,CUST003032,2024-10-11,Debt Consolidation,25500,12,8.92,Branch
APP005462,CUST003018,2024-11-30,Car Purchase,48500,48,9.39,Broker
APP005463,CUST005212,2023-12-12,Debt Consolidation,5000,60,13.78,Broker
APP005464,CUST004660,2023-05-18,Travel,18000,48,9.86,Branch
APP005465,CUST001773,2024-04-07,Debt Consolidation,36500,24,16.11,Broker
APP005466,CUST003671,2024-03-06,Home Renovation,41000,48,15.71,Online
APP005467,CUST002330,2023-01-07,Home Renovation,15000,36,8.44,Online
APP005468,CUST005575,2024-10-14,Debt Consolidation,35500,36,9.64,Online
APP005469,CUST001881,2024-02-08,Wedding,23500,60,8.28,Branch
APP005470,CUST003649,2023-03-17,Home Renovation,14000,60,18.08,Online
APP005471,CUST004188,2023-01-02,Debt Consolidation,36500,24,21.01,Online
APP005472,CUST004741,2024-10-26,Medical,38500,24,22.22,Broker
APP005473,CUST003068,2023-02-05,Medical,45500,36,11.04,Online
APP005474,CUST005115,2024-07-24,Home Renovation,28000,48,10.24,Broker
APP005475,CUST005071,2024-07-18,Car Purchase,35000,24,14.55,Branch
APP005476,CUST004914,2024-06-03,Debt Consolidation,15000,36,11.53,Broker
APP005477,CUST003089,2023-12-24,Other,16000,36,16.53,Branch
APP005478,CUST002818,2023-10-12,Other,47000,36,12.12,Online
APP005479,CUST004457,2024-07-24,Travel,18000,24,21.91,Online
APP005480,CUST000808,2023-12-06,Car Purchase,35000,36,10.64,Online
APP005481,CUST000230,2023-03-30,Car Purchase,47500,12,15.38,Online
APP005482,CUST004740,2023-12-24,Wedding,16500,60,11.61,Broker
APP005483,CUST005035,2024-10-16,Wedding,25000,24,21.99,Broker
APP005484,CUST002975,2023-04-28,Home Renovation,25000,12,8.43,Branch
APP005485,CUST002384,2024-02-25,Medical,48000,36,18.55,Broker
APP005486,CUST003029,2024-06-15,Debt Consolidation,12500,48,9.03,Online
APP005487,CUST005237,2023-12-17,Travel,12000,60,7.91,Online
APP005488,CUST001190,2024-10-16,Home Renovation,11500,36,13.52,Online
APP005489,CUST000852,2023-06-23,Home Renovation,11000,36,16.42,Online
APP005490,CUST002159,2024-08-19,Wedding,49500,60,11.07,Branch
APP005491,CUST003315,2023-07-28,Car Purchase,13000,36,17.15,Branch
APP005492,CUST004371,2024-02-08,Debt Consolidation,16500,48,15.63,Branch
APP005493,CUST002208,2024-04-26,Medical,29000,12,21.29,Online
APP005494,CUST002335,2023-02-28,Home Renovation,40000,36,17.87,Broker
APP005495,CUST000570,2024-02-27,Home Renovation,3000,36,10.99,Online
APP005496,CUST000760,2024-04-30,Car Purchase,4500,48,21.15,Branch
APP005497,CUST000695,2023-07-09,Home Renovation,8000,12,11.85,Broker
APP005498,CUST003640,2023-03-16,Debt Consolidation,47500,36,21.38,Online
APP005499,CUST004905,2024-07-27,Debt Consolidation,46500,48,19.41,Online
APP005500,CUST004719,2024-10-16,Car Purchase,40000,36,22.18,Branch
APP005501,CUST003272,2024-02-13,Home Renovation,44500,24,21.77,Branch
APP005502,CUST002686,2023-11-09,Travel,45500,24,15.16,Online
APP005503,CUST003001,2023-06-07,Debt Consolidation,14500,36,18.83,Online
APP005504,CUST002286,2023-08-21,Home Renovation,19500,48,21.44,Online
APP005505,CUST004643,2023-03-15,Wedding,36000,48,7.9,Branch
APP005506,CUST005062,2024-09-27,Debt Consolidation,48000,12,12.11,Online
APP005507,CUST005636,2023-07-05,Medical,9000,24,18.06,Online
APP005508,CUST002142,2023-12-10,Home Renovation,2500,48,13.02,Broker
APP005509,CUST001162,2023-03-26,Car Purchase,44000,48,22.48,Branch
APP005510,CUST003336,2023-10-22,Debt Consolidation,21000,36,14.54,Branch
APP005511,CUST003390,2024-05-03,Car Purchase,20000,24,19.71,Online
APP005512,CUST000297,2023-04-25,Travel,14500,48,11.97,Online
APP005513,CUST002380,2024-04-19,Home Renovation,39000,60,9.3,Branch
APP005514,CUST000264,2024-10-11,Debt Consolidation,26500,12,14.96,Branch
APP005515,CUST004786,2023-12-04,Debt Consolidation,34500,48,21.02,Online
APP005516,CUST002391,2024-03-17,Debt Consolidation,23500,24,11.64,Broker
APP005517,CUST004768,2023-06-29,Car Purchase,27500,12,20.5,Branch
APP005518,CUST004765,2023-02-15,Car Purchase,37500,24,11.74,Online
APP005519,CUST000792,2023-03-07,Car Purchase,17500,60,19.75,Branch
APP005520,CUST002567,2023-06-16,Car Purchase,8000,36,21.59,Online
APP005521,CUST000637,2024-07-24,Car Purchase,11500,24,8.05,Broker
APP005522,CUST005398,2023-04-13,Car Purchase,29000,24,20.42,Broker
APP005523,CUST003192,2024-04-15,Home Renovation,13500,36,9.87,Broker
APP005524,CUST005377,2024-07-04,Home Renovation,19000,36,12.55,Branch
APP005525,CUST005555,2023-11-16,Home Renovation,18500,36,7.67,Online
APP005526,CUST003993,2024-02-15,Car Purchase,5500,36,11.84,Branch
APP005527,CUST003891,2024-06-27,Home Renovation,34000,48,17.93,Broker
APP005528,CUST003553,2024-04-17,Home Renovation,18000,36,18.33,Online
APP005529,CUST002945,2024-11-23,Debt Consolidation,10500,12,13.5,Branch
APP005530,CUST001670,2024-07-20,Car Purchase,27500,24,16.4,Branch
APP005531,CUST004517,2023-06-19,Debt Consolidation,6500,48,18.55,Broker
APP005532,CUST000282,2024-05-25,Debt Consolidation,44500,24,21.26,Branch
APP005533,CUST005276,2024-12-20,Other,3000,24,9.79,Broker
APP005534,CUST003467,2024-06-09,Debt Consolidation,6000,24,19.35,Online
APP005535,CUST004621,2024-04-17,Debt Consolidation,12500,24,14.25,Broker
APP005536,CUST004955,2024-04-27,Debt Consolidation,46000,12,16.2,Broker
APP005537,CUST005677,2023-09-09,Other,7000,60,14.49,Online
APP005538,CUST005626,2024-05-12,Car Purchase,24500,36,19.53,Online
APP005539,CUST002331,2024-01-17,Travel,24500,60,15.53,Broker
APP005540,CUST000528,2023-10-30,Travel,17500,36,7.56,Online
APP005541,CUST000133,2024-07-02,Home Renovation,36000,48,13.15,Online
APP005542,CUST004498,2024-07-05,Home Renovation,16500,24,22.17,Branch
APP005543,CUST001825,2023-09-09,Debt Consolidation,6500,48,14.69,Broker
APP005544,CUST002966,2024-05-12,Travel,34000,36,14.02,Branch
APP005545,CUST002775,2024-05-30,Debt Consolidation,14500,12,17.84,Online
APP005546,CUST003063,2024-01-02,Debt Consolidation,17500,36,10.28,Broker
APP005547,CUST002963,2024-11-22,Home Renovation,21500,48,13.45,Broker
APP005548,CUST000942,2024-11-04,Medical,17000,60,15.96,Online
APP005549,CUST005721,2024-08-24,Debt Consolidation,6000,48,18.35,Broker
APP005550,CUST001845,2024-04-14,Other,40500,12,22.18,Online
APP005551,CUST003434,2024-01-01,Wedding,24000,24,18.82,Branch
APP005552,CUST001932,2023-03-27,Travel,13500,36,17.88,Online
APP005553,CUST000945,2023-11-04,Other,18500,48,18.03,Broker
APP005554,CUST005119,2024-04-22,Medical,32000,48,20.89,Branch
APP005555,CUST002490,2023-07-18,Debt Consolidation,46500,36,8.28,Broker
APP005556,CUST003665,2023-09-04,Home Renovation,40000,60,14.54,Broker
APP005557,CUST002275,2023-10-31,Travel,11500,48,18.99,Broker
APP005558,CUST001721,2023-09-04,Debt Consolidation,7000,36,14.29,Broker
APP005559,CUST004696,2024-02-09,Travel,48000,60,9.64,Online
APP005560,CUST000571,2023-04-25,Wedding,8000,48,12.04,Online
APP005561,CUST000830,2024-02-08,Car Purchase,30000,36,9.08,Branch
APP005562,CUST005816,2024-11-12,Debt Consolidation,13500,48,22.01,Online
APP005563,CUST002682,2024-11-20,Debt Consolidation,34500,36,19.81,Broker
APP005564,CUST001592,2024-10-22,Debt Consolidation,23500,24,21.42,Online
APP005565,CUST000718,2023-10-13,Car Purchase,28500,24,11.83,Broker
APP005566,CUST002772,2023-02-13,Medical,10500,12,13.11,Branch
APP005567,CUST001439,2023-09-13,Car Purchase,43500,24,16.39,Online
APP005568,CUST001884,2024-09-10,Home Renovation,41500,48,16.68,Online
APP005569,CUST000629,2023-12-18,Wedding,34000,48,22.39,Broker
APP005570,CUST004143,2024-04-09,Car Purchase,38500,36,22.2,Online
APP005571,CUST003064,2024-07-27,Car Purchase,17000,36,13.38,Branch
APP005572,CUST004717,2024-12-07,Car Purchase,28000,60,20.62,Online
APP005573,CUST005613,2024-05-06,Other,32000,24,21.34,Online
APP005574,CUST004613,2023-06-23,Car Purchase,39000,48,16.21,Broker
APP005575,CUST002044,2023-09-04,Car Purchase,40000,24,21.8,Online
APP005576,CUST005984,2023-12-15,Wedding,47500,36,14.87,Online
APP005577,CUST004609,2024-08-04,Debt Consolidation,29000,60,19.58,Broker
APP005578,CUST004263,2024-05-27,Debt Consolidation,9500,24,8.2,Broker
APP005579,CUST005467,2024-03-16,Debt Consolidation,17500,48,20.94,Online
APP005580,CUST005891,2024-01-24,Debt Consolidation,46500,48,22.3,Online
APP005581,CUST001217,2023-01-04,Wedding,13500,24,12.59,Broker
APP005582,CUST002763,2024-11-11,Medical,19000,48,19.0,Branch
APP005583,CUST005165,2024-06-10,Debt Consolidation,14000,12,20.67,Online
APP005584,CUST002474,2024-09-21,Debt Consolidation,27500,24,13.61,Branch
APP005585,CUST002620,2024-04-07,Home Renovation,37500,48,17.65,Online
APP005586,CUST005450,2024-05-22,Debt Consolidation,46500,36,10.37,Online
APP005587,CUST000345,2023-01-03,Debt Consolidation,33000,24,12.48,Online
APP005588,CUST000424,2024-05-30,Debt Consolidation,34500,60,20.97,Online
APP005589,CUST004614,2024-04-20,Debt Consolidation,27000,48,9.34,Online
APP005590,CUST001763,2024-01-25,Other,13000,60,19.69,Broker
APP005591,CUST005475,2024-02-22,Debt Consolidation,3000,36,8.05,Online
APP005592,CUST001460,2023-02-06,Debt Consolidation,17500,24,8.55,Broker
APP005593,CUST002875,2024-03-20,Debt Consolidation,30000,12,8.18,Broker
APP005594,CUST005648,2024-05-16,Wedding,38500,48,9.55,Online
APP005595,CUST003826,2024-11-19,Debt Consolidation,40000,36,16.55,Broker
APP005596,CUST001718,2023-01-11,Debt Consolidation,45000,24,14.36,Online
APP005597,CUST005599,2024-11-25,Debt Consolidation,16000,36,10.19,Online
APP005598,CUST003739,2024-12-03,Home Renovation,41000,24,10.79,Broker
APP005599,CUST002962,2023-11-02,Travel,8000,24,12.06,Broker
APP005600,CUST000176,2024-11-27,Debt Consolidation,35000,36,17.03,Broker
APP005601,CUST004273,2024-07-16,Wedding,19500,60,18.76,Broker
APP005602,CUST004469,2024-10-14,Travel,31000,24,22.02,Broker
APP005603,CUST005940,2024-07-15,Wedding,2000,12,16.34,Broker
APP005604,CUST003401,2023-06-20,Debt Consolidation,20500,24,20.92,Online
APP005605,CUST001259,2023-02-10,Car Purchase,30500,12,21.92,Online
APP005606,CUST003872,2023-07-24,Debt Consolidation,26500,36,12.1,Online
APP005607,CUST001576,2023-08-09,Debt Consolidation,14000,48,14.4,Broker
APP005608,CUST003430,2023-03-28,Car Purchase,20500,24,15.25,Online
APP005609,CUST003823,2024-05-23,Home Renovation,32500,24,12.21,Online
APP005610,CUST004512,2024-08-09,Wedding,10000,48,16.97,Online
APP005611,CUST005098,2024-03-09,Car Purchase,6000,60,8.25,Online
APP005612,CUST000164,2024-12-29,Debt Consolidation,44500,36,20.2,Online
APP005613,CUST000244,2024-12-28,Home Renovation,43500,36,20.45,Online
APP005614,CUST003348,2024-10-26,Other,18500,48,17.14,Online
APP005615,CUST001997,2023-11-07,Debt Consolidation,14000,48,9.05,Branch
APP005616,CUST003600,2023-05-26,Car Purchase,38000,12,9.49,Broker
APP005617,CUST003725,2024-07-29,Travel,35000,60,19.71,Branch
APP005618,CUST003915,2023-11-29,Debt Consolidation,50000,24,8.13,Broker
APP005619,CUST001017,2024-04-26,Wedding,9000,12,10.01,Branch
APP005620,CUST004344,2024-11-20,Travel,23000,24,19.64,Online
APP005621,CUST005527,2024-06-18,Travel,24500,36,9.63,Broker
APP005622,CUST005321,2023-06-21,Medical,43500,48,17.76,Branch
APP005623,CUST001001,2024-03-31,Debt Consolidation,36000,36,10.67,Broker
APP005624,CUST005892,2024-02-11,Debt Consolidation,23500,60,15.74,Online
APP005625,CUST002990,2023-10-30,Car Purchase,40000,12,10.62,Online
APP005626,CUST004362,2024-04-07,Debt Consolidation,38500,48,20.81,Branch
APP005627,CUST003171,2023-04-10,Wedding,9500,12,9.33,Branch
APP005628,CUST003658,2024-10-12,Wedding,36000,24,15.34,Online
APP005629,CUST004425,2024-01-22,Travel,49500,36,14.64,Broker
APP005630,CUST005078,2024-02-28,Car Purchase,2500,60,17.49,Online
APP005631,CUST000736,2024-12-13,Other,21000,60,14.33,Online
APP005632,CUST004825,2023-11-15,Travel,36000,60,11.16,Online
APP005633,CUST005327,2023-12-11,Debt Consolidation,23500,12,11.32,Broker
APP005634,CUST003786,2024-12-14,Debt Consolidation,16500,24,17.98,Online
APP005635,CUST001172,2023-03-28,Car Purchase,22500,24,7.98,Online
APP005636,CUST001493,2024-02-18,Home Renovation,30500,48,16.55,Online
APP005637,CUST004396,2023-09-20,Travel,43500,48,20.71,Online
APP005638,CUST001684,2024-04-07,Home Renovation,37000,24,18.83,Branch
APP005639,CUST003087,2023-04-05,Car Purchase,25500,36,21.9,Broker
APP005640,CUST002047,2023-06-18,Home Renovation,11000,24,21.35,Online
APP005641,CUST001348,2023-10-09,Other,37000,36,21.5,Online
APP005642,CUST001902,2024-05-15,Travel,2500,48,14.99,Broker
APP005643,CUST000962,2024-11-23,Home Renovation,17000,24,18.7,Branch
APP005644,CUST005735,2024-12-20,Car Purchase,45000,36,13.54,Online
APP005645,CUST005057,2023-03-29,Medical,9000,48,20.51,Online
APP005646,CUST005236,2023-11-01,Home Renovation,45000,36,18.07,Online
APP005647,CUST003085,2023-09-24,Home Renovation,48500,48,8.25,Branch
APP005648,CUST000729,2023-10-10,Debt Consolidation,29500,36,21.5,Online
APP005649,CUST000319,2024-12-03,Other,39000,36,9.45,Online
APP005650,CUST004321,2023-10-12,Car Purchase,11500,24,19.44,Broker
APP005651,CUST002579,2024-09-28,Travel,33500,48,15.66,Broker
APP005652,CUST000762,2024-03-12,Debt Consolidation,33000,24,8.54,Branch
APP005653,CUST001079,2024-10-11,Debt Consolidation,36500,36,15.6,Branch
APP005654,CUST003491,2023-09-08,Home Renovation,9000,24,16.35,Online
APP005655,CUST003815,2024-05-05,Debt Consolidation,28000,60,21.49,Broker
APP005656,CUST004908,2023-12-29,Debt Consolidation,12000,60,22.26,Branch
APP005657,CUST005839,2024-08-02,Car Purchase,26000,24,8.33,Branch
APP005658,CUST002040,2023-09-19,Car Purchase,47000,48,8.12,Online
APP005659,CUST003079,2024-12-24,Medical,10500,36,16.51,Broker
APP005660,CUST004037,2024-09-26,Travel,17500,36,19.89,Online
APP005661,CUST005361,2024-04-12,Debt Consolidation,24000,24,17.37,Broker
APP005662,CUST005387,2024-02-03,Debt Consolidation,16000,36,8.83,Broker
APP005663,CUST004760,2024-11-14,Wedding,11500,24,17.34,Branch
APP005664,CUST003827,2023-09-15,Wedding,3500,12,18.93,Online
APP005665,CUST001871,2024-11-08,Other,40500,12,19.7,Online
APP005666,CUST000737,2024-11-06,Medical,24500,48,22.4,Online
APP005667,CUST000428,2024-04-24,Debt Consolidation,22000,60,14.46,Branch
APP005668,CUST003419,2024-11-16,Debt Consolidation,49500,36,21.71,Online
APP005669,CUST002429,2023-07-20,Car Purchase,3500,48,17.66,Branch
APP005670,CUST004338,2023-11-28,Home Renovation,4500,24,18.7,Online
APP005671,CUST003127,2023-05-31,Car Purchase,36000,48,13.91,Broker
APP005672,CUST005138,2023-02-12,Travel,16000,36,21.26,Online
APP005673,CUST004705,2024-09-14,Home Renovation,24500,24,20.36,Broker
APP005674,CUST005490,2024-08-06,Car Purchase,39500,24,19.03,Broker
APP005675,CUST004640,2024-04-16,Car Purchase,14500,36,8.07,Branch
APP005676,CUST000507,2024-11-10,Home Renovation,39500,24,11.77,Branch
APP005677,CUST003646,2023-12-22,Car Purchase,8500,12,10.98,Branch
APP005678,CUST000765,2024-08-10,Home Renovation,29000,24,9.45,Online
APP005679,CUST005609,2024-04-22,Debt Consolidation,34000,24,21.89,Online
APP005680,CUST005327,2023-07-14,Other,2000,24,16.79,Online
APP005681,CUST002181,2023-06-26,Home Renovation,28500,60,15.66,Online
APP005682,CUST003402,2024-02-25,Home Renovation,44500,12,13.43,Branch
APP005683,CUST003293,2024-08-31,Travel,36000,48,15.75,Branch
APP005684,CUST005155,2023-12-23,Car Purchase,14000,48,14.47,Branch
APP005685,CUST004564,2023-10-16,Car Purchase,18500,24,7.99,Branch
APP005686,CUST005306,2024-09-20,Home Renovation,2000,24,18.21,Broker
APP005687,CUST005577,2024-03-06,Other,44500,24,8.48,Online
APP005688,CUST000819,2023-02-05,Wedding,10500,60,16.49,Branch
APP005689,CUST001201,2024-03-20,Home Renovation,23500,48,21.47,Online
APP005690,CUST005875,2023-08-28,Home Renovation,28500,24,17.92,Online
APP005691,CUST005297,2023-04-27,Debt Consolidation,6500,36,10.49,Branch
APP005692,CUST003027,2023-07-16,Debt Consolidation,11000,48,19.41,Online
APP005693,CUST002139,2023-01-03,Car Purchase,40500,36,21.4,Broker
APP005694,CUST001035,2023-12-27,Car Purchase,18500,60,18.07,Broker
APP005695,CUST003804,2023-01-15,Travel,4500,36,16.6,Broker
APP005696,CUST000933,2023-05-06,Car Purchase,27500,60,9.84,Online
APP005697,CUST005677,2023-08-08,Debt Consolidation,42000,48,14.03,Online
APP005698,CUST001721,2024-03-29,Debt Consolidation,10500,48,19.54,Online
APP005699,CUST005717,2024-12-23,Medical,6500,12,18.03,Broker
APP005700,CUST003273,2024-10-14,Debt Consolidation,23500,36,18.96,Online
APP005701,CUST000378,2023-08-05,Car Purchase,47500,24,16.27,Online
APP005702,CUST002056,2023-02-19,Debt Consolidation,43000,48,13.42,Broker
APP005703,CUST003969,2023-02-04,Car Purchase,21500,48,16.07,Online
APP005704,CUST001886,2024-06-03,Medical,36500,60,13.13,Online
APP005705,CUST004050,2023-03-16,Debt Consolidation,48000,36,13.14,Branch
APP005706,CUST000517,2024-06-11,Debt Consolidation,49500,48,19.37,Online
APP005707,CUST002654,2023-07-25,Debt Consolidation,36000,24,22.25,Broker
APP005708,CUST001025,2023-03-12,Travel,34000,36,15.09,Online
APP005709,CUST002696,2024-08-25,Debt Consolidation,8000,60,16.1,Branch
APP005710,CUST005127,2024-04-14,Debt Consolidation,14000,48,16.32,Branch
APP005711,CUST004734,2024-10-10,Car Purchase,36000,36,14.01,Branch
APP005712,CUST000719,2024-06-21,Car Purchase,47000,24,11.27,Branch
APP005713,CUST001198,2024-04-20,Car Purchase,47000,48,21.8,Branch
APP005714,CUST002926,2024-09-08,Wedding,28500,24,17.39,Broker
APP005715,CUST004880,2024-01-28,Car Purchase,31500,36,15.04,Branch
APP005716,CUST001693,2024-01-30,Car Purchase,10000,36,14.56,Branch
APP005717,CUST003646,2023-09-07,Car Purchase,12500,60,16.08,Online
APP005718,CUST001274,2023-02-11,Debt Consolidation,41000,36,20.59,Broker
APP005719,CUST002662,2023-12-14,Wedding,31000,48,21.02,Online
APP005720,CUST001555,2023-06-23,Debt Consolidation,46000,24,21.31,Online
APP005721,CUST001561,2024-05-01,Travel,28000,36,10.02,Online
APP005722,CUST000692,2024-05-17,Other,49500,60,9.71,Online
